department,municipality,community,population,occupied_hh,average_hh,hh_unelectrified,percent_unelectrified,percent_n_poor,percent_poor,percent_v_poor
León,Larreynaga,Erasmo Cuadra,675,134,5.04,7,0.05,52.1,30.8,17.1
León,Larreynaga,Cayetano Sánchez,976,212,4.60,7,0.03,44.7,39,16.2
León,Larreynaga,Alcides Padilla,763,141,5.41,26,0.18,25.3,36.3,38.4
León,Larreynaga,Raúl Salgado,878,174,5.05,24,0.14,31.4,36.2,32.4
León,Larreynaga,Mina El Limón,3572,801,4.46,30,0.04,37.3,35.2,27.5
León,Larreynaga,San José de la Cañada,56,9,6.22,6,0.67,22.2,11.1,66.7
León,Larreynaga,Las Palancas,78,12,6.50,8,0.67,16.7,50,33.3
León,Larreynaga,Las Ramadas,155,28,5.54,27,0.96,22.6,22.6,54.8
León,Larreynaga,Porto Banco,222,40,5.55,40,1.00,22,39,39
León,Larreynaga,Guásimo Macho,169,34,4.97,34,1.00,14.3,37.1,48.6
León,Larreynaga,Santa Pancha,1056,238,4.44,34,0.14,23.4,37.5,39.1
León,Larreynaga,San Juan Viejo,318,68,4.68,67,0.99,17.4,40.6,42
León,Larreynaga,Quebrada Honda,212,38,5.58,37,0.97,23.7,21.1,55.3
León,Larreynaga,El Piñuelar,1367,301,4.54,72,0.24,37,30.5,32.5
León,Larreynaga,El Jiñocuabo,187,37,5.05,37,1.00,27,37.8,35.1
León,Larreynaga,Larreynaga,1349,285,4.73,60,0.21,20.9,37,42.1
León,Larreynaga,Santa Rosa de los Parrales,575,120,4.79,14,0.12,30.3,38.5,31.1
León,Larreynaga,Las Tablas,138,32,4.31,21,0.66,6.5,38.7,54.8
León,Larreynaga,Los Cerritos,375,68,5.51,8,0.12,25.7,37.1,37.1
León,Larreynaga,El Barro,1018,215,4.73,45,0.21,30.2,39.1,30.7
León,Larreynaga,Espino Larreynaga,289,50,5.78,19,0.38,13.7,45.1,41.2
León,Larreynaga,Santa Teresa,314,52,6.04,15,0.29,40.4,32.7,26.9
León,Larreynaga,Tolapa,116,30,3.87,30,1.00,53.3,33.3,13.3
León,Larreynaga,El Chúcaro,161,32,5.03,28,0.88,12.5,28.1,59.4
León,Larreynaga,Galilao,486,97,5.01,42,0.43,33,30.9,36.1
León,Larreynaga,Valle Los Zapatas,861,195,4.42,28,0.14,42.6,37.7,19.6
León,Larreynaga,Correviento,103,25,4.12,7,0.28,40.7,25.9,33.3
León,Larreynaga,El Paraguas,400,81,4.94,79,0.98,36.1,42.2,21.7
León,Larreynaga,El Llano,265,52,5.10,8,0.15,21.4,32.1,46.4
León,Larreynaga,Las Brisas,177,35,5.06,9,0.26,28.9,42.1,28.9
León,Larreynaga,Calle Real de Tolapa,1510,288,5.24,91,0.32,32.4,39.2,28.4
León,Larreynaga,El Madroño,470,95,4.95,24,0.25,31.1,39.8,29.1
León,Larreynaga,San Claudio,355,71,5.00,14,0.20,16.9,40.8,42.3
León,Larreynaga,La Sabaneta,790,167,4.73,32,0.19,17.8,36.1,46.2
León,Larreynaga,Terrero No 2,233,56,4.16,2,0.04,32.9,53.9,13.2
León,Larreynaga,Terrero No 3,198,42,4.71,6,0.14,48.4,40.3,11.3
León,Larreynaga,Las Trozas,121,28,4.32,24,0.86,26.2,52.4,21.4
León,Larreynaga,San Ildefonso Sur,55,14,3.93,12,0.86,8,18.7,73.3
León,Larreynaga,Jorge Barreto,524,110,4.76,11,0.10,60.7,28.6,10.7
León,Larreynaga,La Esperanza,125,25,5.00,3,0.12,26.3,36.8,36.8
León,Larreynaga,San Ildefonso Norte,276,60,4.60,60,1.00,41.4,36.2,22.4
León,Larreynaga,La Rota,124,25,4.96,17,0.68,36,44,20
León,Larreynaga,Terrero No 1,306,74,4.14,5,0.07,19,28.6,52.4
León,Larreynaga,Terrero No 4,336,70,4.80,47,0.67,40,20,40
León,Larreynaga,Charco de Los Bueyes,561,115,4.88,19,0.17,24.3,25.2,50.4
León,Larreynaga,El Espino,342,59,5.80,24,0.41,22,40.7,37.3
León,Larreynaga,Las Lomas,463,100,4.63,11,0.11,33,52,15
León,Larreynaga,El Cambio,192,46,4.17,8,0.17,21.3,31.9,46.8
León,Larreynaga,La Unión,300,65,4.62,11,0.17,21.5,33.8,44.6
León,Larreynaga,San Agustín,227,49,4.63,8,0.16,23.1,34.6,42.3
León,Larreynaga,Minvah,780,172,4.53,0,0.00,30.5,35.1,34.5
León,Larreynaga,El Paraíso,156,36,4.33,13,0.36,23.1,35.9,41
León,Larreynaga,Total,27898,5839,4.78,1347,0.23,,,
León,Larreynaga,Total Rural,22463,4742,4.74,1247,0.26,,,
León,León,León - Barrios,137429,27627,4.97,1220,0.04,54.5,29.2,16.3
León,León,Comarca Poneloya/Las Peñitas,2797,630,4.44,56,0.09,18.6,35.2,46.1
León,León,Trohilo,1170,275,4.25,88,0.32,32.3,35.5,32.3
León,León,Goyena,1159,262,4.42,93,0.35,30.5,36.1,33.5
León,León,Abangasca,1674,334,5.01,207,0.62,27.4,33.2,39.3
León,León,Platanal,486,90,5.40,16,0.18,49.5,31.7,18.8
León,León,El Tololar,1374,263,5.22,22,0.08,48.3,34.6,17.1
León,León,Monte Redondo,1866,354,5.27,15,0.04,36.1,35.8,28.1
León,León,Palo de Lapa,325,61,5.33,38,0.62,12.1,39.4,48.5
León,León,Miramar,709,127,5.58,5,0.04,31.1,49.2,19.7
León,León,Lechecuajo,4928,881,5.59,66,0.07,31.3,33.8,34.9
León,León,El Obraje,1707,388,4.40,112,0.29,33,31.8,35.2
León,León,Barzones,312,72,4.33,43,0.60,29.2,38.9,31.9
León,León,El Almendro,389,80,4.86,71,0.89,25.3,28.9,45.8
León,León,El Chague,2209,437,5.05,17,0.04,32.5,36.4,31.1
León,León,Las Chácaras,1652,314,5.26,25,0.08,43.8,37.8,18.4
León,León,El Convento,991,190,5.22,18,0.09,35.1,28.8,36.1
León,León,La Ceiba,1149,226,5.08,31,0.14,35.6,35.6,28.8
León,León,Chácara Seca,4452,898,4.96,274,0.31,35.1,38.3,26.6
León,León,Amatitán,1204,263,4.58,152,0.58,23.7,40,36.3
León,León,Hato Grande,1263,252,5.01,154,0.61,23.4,39.1,37.5
León,León,Sagrado Corazón de Jesús,2231,434,5.14,43,0.10,35.3,34.7,30
León,León,San Pedro,532,108,4.93,47,0.44,44.8,37.9,17.2
León,León,El Pastor,337,81,4.16,28,0.35,19.8,33.3,46.9
León,León,Santa Elena,321,65,4.94,58,0.89,27.3,42.4,30.3
León,León,Salinas Grande,1385,312,4.44,25,0.08,45.6,35,19.4
León,León,Total,174051,35024,4.97,2924,0.08,,,
León,León,Total Rural,36622,7397,4.95,1704,0.23,,,
León,Nagarote,Nagarote - Barrios,19614,4162,4.71,155,0.04,40.5,34.2,20.9
León,Nagarote,San Gabriel,160,33,4.85,21,0.64,17.6,35.3,47.1
León,Nagarote,Monte Cristo,294,64,4.59,20,0.31,44.1,29.4,26.5
León,Nagarote,El Recreo,192,40,4.80,17,0.43,31,26.2,42.9
León,Nagarote,La Zopilota,76,28,2.71,23,0.82,56,32,12
León,Nagarote,El Boquerón,183,49,3.73,33,0.67,37.3,39.2,23.5
León,Nagarote,Cerro Colorado,30,9,3.33,8,0.89,55.6,22.2,22.2
León,Nagarote,Silvio Mayorga,365,82,4.45,22,0.27,28.2,32.9,38.8
León,Nagarote,Valle de Jesús,515,129,3.99,20,0.16,32.1,40.3,27.6
León,Nagarote,Las Limas,71,14,5.07,14,1.00,42.9,28.6,28.6
León,Nagarote,Chilama,278,70,3.97,41,0.59,33.8,40.5,25.7
León,Nagarote,San Antonio,338,69,4.90,31,0.45,36.4,33.8,29.9
León,Nagarote,La Trinidad,188,40,4.70,16,0.40,29.3,53.7,17.1
León,Nagarote,Tragaleguas,35,9,3.89,8,0.89,11.1,33.3,55.6
León,Nagarote,San Miguelito,142,37,3.84,37,1.00,16.2,43.2,40.5
León,Nagarote,Copaltepe,343,83,4.13,82,0.99,29.8,42.9,27.4
León,Nagarote,Puerto Sandino,2407,543,4.43,76,0.14,41.6,34.1,24.3
León,Nagarote,San Roque,160,30,5.33,30,1.00,25.8,29,45.2
León,Nagarote,El Chale,86,18,4.78,17,0.94,5.6,55.6,38.9
León,Nagarote,El Guayabal,189,46,4.11,44,0.96,33.3,31.3,35.4
León,Nagarote,La Gloria,545,142,3.84,17,0.12,35.3,36.6,28.1
León,Nagarote,Miramar,451,117,3.85,5,0.04,44.9,32.2,22.9
León,Nagarote,El Transito,1113,238,4.68,16,0.07,41.7,36.5,21.8
León,Nagarote,San Pablo,358,74,4.84,27,0.36,25.7,40.5,33.8
León,Nagarote,Carriones,91,21,4.33,5,0.24,16,56,28
León,Nagarote,Candelaria,398,96,4.15,33,0.34,30.6,42.9,26.5
León,Nagarote,Los Jiménez,408,90,4.53,59,0.66,30,41.1,28.9
León,Nagarote,San Isidro,364,87,4.18,1,0.01,44,37.4,18.7
León,Nagarote,La Virgen,71,23,3.09,1,0.04,38.1,52.4,9.5
León,Nagarote,Santa Lucia,266,70,3.80,8,0.11,54.8,34.2,11
León,Nagarote,Tierra Colorada,143,39,3.67,13,0.33,30.8,46.2,23.1
León,Nagarote,Las Pilas,256,56,4.57,2,0.04,61.4,28.1,10.5
León,Nagarote,Ojo de Agua,1352,308,4.39,15,0.05,45,36.3,18.8
León,Nagarote,Calle do los Besos,502,122,4.11,7,0.06,49.2,36.7,14.1
León,Nagarote,Tamborcito,118,26,4.54,26,1.00,19.2,23.1,57.7
León,Nagarote,Tecolote,201,43,4.67,41,0.95,9.3,30.2,60.5
León,Nagarote,Total,32303,7107,4.55,991,0.14,,,
León,Nagarote,Total Rural,12689,2945,4.31,836,0.28,,,
León,Quezalguaque,Quezalguaque,1233,256,4.82,23,0.09,30.2,36.7,33.1
León,Quezalguaque,Los Portillos,219,35,6.26,7,0.20,39.5,28.9,31.6
León,Quezalguaque,Cristo Rey,1110,213,5.21,28,0.13,27.3,41.4,31.4
León,Quezalguaque,Los Ángeles,122,26,4.69,26,1.00,18.5,25.9,55.6
León,Quezalguaque,El Boquerón,359,66,5.44,6,0.09,39.7,41.2,19.1
León,Quezalguaque,Santa Rosa,141,28,5.04,6,0.21,35.7,42.9,21.4
León,Quezalguaque,El Pozo,65,16,4.06,4,0.25,25,62.5,12.5
León,Quezalguaque,Las Mercedes,1612,327,4.93,31,0.09,40.2,36.8,23
León,Quezalguaque,Ceiba Chachagua,391,80,4.89,2,0.03,53.8,41.3,5
León,Quezalguaque,Paciente No 1,350,72,4.86,6,0.08,16.7,16.7,66.7
León,Quezalguaque,Paciente No 2,25,6,4.17,0,0.00,39.3,36,24.7
León,Quezalguaque,Punta Arena,772,162,4.77,11,0.07,34.6,33,32.4
León,Quezalguaque,Soledad,138,32,4.31,6,0.19,41.2,38.2,20.6
León,Quezalguaque,La Estancia,490,106,4.62,29,0.27,20.7,28.9,50.4
León,Quezalguaque,San Agustín,103,24,4.29,23,0.96,4.2,20.8,75
León,Quezalguaque,San Francisco,69,15,4.60,15,1.00,0,20,80
León,Quezalguaque,Los Remedios,456,88,5.18,17,0.19,20.2,37.5,42.3
León,Quezalguaque,El Platanal,157,28,5.61,1,0.04,30.3,39.4,30.3
León,Quezalguaque,Verónica Lacayo,779,156,4.99,17,0.11,41.3,40.1,18.6
León,Quezalguaque,Total,8591,1736,4.95,258,0.15,,,
León,Quezalguaque,Total Rural,7358,1480,4.97,235,0.16,,,
León,Santa Rosa del Peñón,Zona 1,626,140,4.47,33,0.24,29.9,31.3,38.9
León,Santa Rosa del Peñón,Zona 2,288,63,4.57,3,0.05,20.3,32.8,46.9
León,Santa Rosa del Peñón,Zona 3,533,120,4.44,16,0.13,38.2,33.3,28.5
León,Santa Rosa del Peñón,Zona 4,405,90,4.50,2,0.02,28.3,40.2,31.5
León,Santa Rosa del Peñón,Sector No 1,791,140,5.65,134,0.96,0.7,20.3,79
León,Santa Rosa del Peñón,Sector No 2,669,124,5.40,123,0.99,3.1,15,81.9
León,Santa Rosa del Peñón,Sector No 3,572,105,5.45,105,1.00,4.8,17.1,78.1
León,Santa Rosa del Peñón,Sector No 4,1614,314,5.14,115,0.37,30,30.9,39.1
León,Santa Rosa del Peñón,Sector No 5,488,95,5.14,59,0.62,11.6,33.7,54.7
León,Santa Rosa del Peñón,Sector No 6,433,87,4.98,87,1.00,24.1,40.2,35.6
León,Santa Rosa del Peñón,Sector No 7,844,151,5.59,138,0.91,5.3,31.8,62.9
León,Santa Rosa del Peñón,Sector No 8,566,106,5.34,106,1.00,15.1,30.2,54.7
León,Santa Rosa del Peñón,Sector No 9,391,69,5.67,69,1.00,7,42.4,60.6
León,Santa Rosa del Peñón,Sector No 10,692,103,6.72,98,0.95,0.8,29.8,69.4
León,Santa Rosa del Peñón,Sector No 11,617,119,5.18,67,0.56,9.2,38.3,52.5
León,Santa Rosa del Peñón,Total,9529,1826,5.22,1155,0.63,,,
León,Santa Rosa del Peñón,Total Rural,7677,1413,5.43,1101,0.78,,,
León,Telica,Reparto Esquipulas,427,88,4.85,5,0.06,32.3,33.3,34.4
León,Telica,San Antonio Norte,902,174,5.18,4,0.02,45.1,33.5,21.4
León,Telica,San Antonio Sur,879,169,5.20,8,0.05,39.4,30.9,29.8
León,Telica,La Parroquia,723,148,4.89,4,0.03,43.4,40.3,16.4
León,Telica,El Cementerio,1137,241,4.72,2,0.01,35,46,19
León,Telica,Salinas,129,28,4.61,0,0.00,30.3,45.5,24.2
León,Telica,La Cruz,427,96,4.45,6,0.06,27.1,28,44.9
León,Telica,La Sirena,290,60,4.83,53,0.88,22.4,24.1,53.4
León,Telica,Puente de Oro,130,32,4.06,17,0.53,34.4,37.5,28.1
León,Telica,San Isidro,116,27,4.30,27,1.00,3.3,43.3,53.3
León,Telica,San Ignacio,607,125,4.86,82,0.66,30.4,39.2,30.4
León,Telica,Bella Vista,120,20,6.00,20,1.00,10,15,75
León,Telica,Los Patos,146,29,5.03,29,1.00,6.9,37.9,55.2
León,Telica,Las Quemadas,126,25,5.04,25,1.00,8,32,60
León,Telica,Unión España,667,124,5.38,9,0.07,18.8,35.2,46.1
León,Telica,El Cortezal,306,66,4.64,64,0.97,6.1,39.4,54.5
León,Telica,Bella Vista,132,25,5.28,20,0.80,0,25,75
León,Telica,Mocorón,85,23,3.70,5,0.22,14.3,42.9,42.9
León,Telica,Las Marías,231,45,5.13,10,0.22,24.4,37.8,37.8
León,Telica,Los Mangles,160,32,5.00,7,0.22,18.2,45.5,36.4
León,Telica,Los Velásquez,171,37,4.62,29,0.78,17.5,35,47.5
León,Telica,Las Carpas,138,25,5.52,24,0.96,7.7,11.5,80.8
León,Telica,Los Portillos,59,12,4.92,11,0.92,0,41.7,58.3
León,Telica,San Pedro Nuevo,169,36,4.69,27,0.75,17.6,26.5,55.9
León,Telica,San Jacinto,2172,439,4.95,57,0.13,23.5,32.9,43.6
León,Telica,Cruz de Apante,243,44,5.52,24,0.55,11.4,25,63.6
León,Telica,Apante Central,401,77,5.21,10,0.13,20,43.8,36.3
León,Telica,San Ildefonso,109,21,5.19,20,0.95,0,28.6,71.4
León,Telica,San José de Apante,401,70,5.73,36,0.51,12.9,31.4,55.7
León,Telica,La Quimera,465,96,4.84,9,0.09,33.6,35.5,30.9
León,Telica,Agua Fría,208,50,4.16,39,0.78,2,26,72
León,Telica,Garrobo Empinado,107,23,4.65,7,0.30,20,48,32
León,Telica,El Panal,670,137,4.89,2,0.01,24.2,38.3,37.6
León,Telica,Pueblo Redondo,622,131,4.75,37,0.28,21.6,39.6,38.8
León,Telica,Rigoberto Morales,232,50,4.64,8,0.16,44,34,22
León,Telica,Trabuco,218,41,5.32,11,0.27,34.1,39,26.8
León,Telica,El Jicarito,1146,223,5.14,24,0.11,36.7,39.7,23.6
León,Telica,7 de Julio,160,28,5.71,5,0.18,31.3,43.8,25
León,Telica,El Ojochal,518,98,5.29,56,0.57,12.2,38.8,49
León,Telica,Rota,675,127,5.31,118,0.93,20.7,28.1,51.1
León,Telica,La Mora,968,176,5.50,64,0.36,19.1,32.5,48.5
León,Telica,Zanjón Santo Cristo,681,131,5.20,24,0.18,20.7,42.1,37.1
León,Telica,Paso de Lajas,426,75,5.68,3,0.04,39.1,34.8,26.1
León,Telica,Félix Carrillo,847,173,4.90,22,0.13,29.3,32.4,38.3
León,Telica,Los Cocos,1884,379,4.97,28,0.07,33.7,37.2,29.1
León,Telica,Verónica Lacayo,587,114,5.15,5,0.04,38.1,33.6,28.4
León,Telica,Praga,247,39,6.33,3,0.08,25.5,40.4,34
León,Telica,Marañonal,545,103,5.29,3,0.03,37.7,28.1,34.2
León,Telica,Las Peinetas,170,36,4.72,5,0.14,25.6,39.5,34.9
León,Telica,El Hatillo,287,55,5.22,6,0.11,38.6,28.1,33.3
León,Telica,Total,46117,8906,5.18,4109,0.46,,,
León,Telica,Total Rural,18642,3679,5.07,1085,0.29,,,
Madriz,Las Sabanas,Sector 1,162,33,4.91,1,0.03,66.7,33.3,0
Madriz,Las Sabanas,Sector 2,240,46,5.22,4,0.09,30.4,47.8,22
Madriz,Las Sabanas,Sector 3,227,44,5.16,3,0.07,34.1,43.2,22.7
Madriz,Las Sabanas,Sector 4,143,26,5.50,6,0.23,34.6,30.8,34.6
Madriz,Las Sabanas,Sector Las Palmitas,132,28,4.71,8,0.29,25,28.6,46.4
Madriz,Las Sabanas,Micrro Región I,404,70,5.77,41,0.59,18.6,31.4,50
Madriz,Las Sabanas,Micrro Región II,1376,260,5.29,167,0.64,21.8,36.3,42
Madriz,Las Sabanas,Micrro Región III,633,105,6.03,98,0.93,22.8,36,41.2
Madriz,Las Sabanas,Micrro Región IV,819,141,5.81,70,0.50,17.7,34.8,47.5
Madriz,Las Sabanas,Total,4136,753,5.49,398,0.53,,,
Madriz,Las Sabanas,Total Rural,3232,576,5.61,376,0.65,,,
Madriz,Palacagüina,Sector No. 1,889,195,4.56,24,0.12,57.4,28.4,14.2
Madriz,Palacagüina,Sector No. 2,1564,326,4.80,34,0.10,43.8,35.5,20.7
Madriz,Palacagüina,Sector No. 3,1131,234,4.83,55,0.24,37.9,39.2,22.9
Madriz,Palacagüina,Sector No. 4,651,147,4.43,23,0.16,51,31.5,17.4
Madriz,Palacagüina,La Calera,2284,463,4.93,115,0.25,33.2,41.9,24.9
Madriz,Palacagüina,Cuyali,906,177,5.12,88,0.50,38,37.5,24.5
Madriz,Palacagüina,La Concepción,1369,234,5.85,160,0.68,13.4,41.6,45
Madriz,Palacagüina,Rio Grande,928,182,5.10,122,0.67,26.6,39.1,34.2
Madriz,Palacagüina,Rio Grande,3103,681,4.56,265,0.39,36.2,41.2,22.6
Madriz,Palacagüina,Total,12825,2639,4.86,886,0.34,,,
Madriz,Palacagüina,Total Rural,,,#DIV/0!,,#DIV/0!,,,
Madriz,San José de Cusmapa,Sector No. 1,427,82,5.21,21,0.26,34.1,37.8,28
Madriz,San José de Cusmapa,Sector No.2,350,63,5.56,20,0.32,40.9,36.4,22.7
Madriz,San José de Cusmapa,Sector No. 3,454,90,5.04,36,0.40,29.5,25,45.5
Madriz,San José de Cusmapa,Barrio El Llanito,174,30,5.80,29,0.97,0,9.4,90.6
Madriz,San José de Cusmapa,Micro Region I,974,152,6.41,150,0.99,3.2,19.6,77.2
Madriz,San José de Cusmapa,Micro Region II,1117,187,5.97,187,1.00,12.6,25.3,62.1
Madriz,San José de Cusmapa,Micro Region III,686,104,6.60,103,0.99,11.9,24.8,63.3
Madriz,San José de Cusmapa,Micro Region IV,493,86,5.73,85,0.99,21.8,17.2,60.9
Madriz,San José de Cusmapa,Micro Region V,963,177,5.44,175,0.99,1.7,14.3,84
Madriz,San José de Cusmapa,Micro Region VI,753,123,6.12,121,0.98,2.5,21.3,76.2
Madriz,San José de Cusmapa,Micro Region VII,681,120,5.68,118,0.98,9.8,19.7,70.5
Madriz,San José de Cusmapa,Total,7072,1214,5.83,1045,0.86,,,
Madriz,San José de Cusmapa,Total Rural,,,#DIV/0!,,#DIV/0!,,,
Madriz,San Juan de Rio Coco,Las Grietas,357,76,4.70,28,0.37,36.84,24.7,54.5
Madriz,San Juan de Rio Coco,Zona No. 1,1103,213,5.18,29,0.14,13.62,31.3,31.3
Madriz,San Juan de Rio Coco,Zona No. 2,562,109,5.16,17,0.16,15.60,25.8,24.2
Madriz,San Juan de Rio Coco,Zona No. 3,448,95,4.72,14,0.15,14.74,36.2,8.6
Madriz,San Juan de Rio Coco,Zona No. 4,510,97,5.26,1,0.01,1.03,32.3,13.1
Madriz,San Juan de Rio Coco,Zona No. 5,735,127,5.79,14,0.11,11.02,40,34.8
Madriz,San Juan de Rio Coco,Zona No. 6,417,83,5.02,14,0.17,16.87,34.9,46.5
Madriz,San Juan de Rio Coco,Barrio Nuevo,1168,215,5.43,83,0.39,38.60,27.7,49.6
Madriz,San Juan de Rio Coco,Los Citricos,342,75,4.56,41,0.55,54.67,24.1,43
Madriz,San Juan de Rio Coco,La Dalia,944,181,5.22,115,0.64,63.54,25.5,69.7
Madriz,San Juan de Rio Coco,Micro Región I,184,36,5.11,29,0.81,80.56,27.8,47.2
Madriz,San Juan de Rio Coco,Micro Región II,3235,624,5.18,594,0.95,95.19,26.7,63.5
Madriz,San Juan de Rio Coco,Micro Región III,4439,804,5.52,721,0.90,89.68,25.5,61.9
Madriz,San Juan de Rio Coco,Micro Región IV,2727,520,5.24,427,0.82,82.12,27.5,61.7
Madriz,San Juan de Rio Coco,Micro Región V,3853,707,5.45,572,0.81,80.91,27.6,64.4
Madriz,San Juan de Rio Coco,Total,21024,3962,5.31,2699,0.68,,,
Madriz,San Juan de Rio Coco,Total Rural,,,#DIV/0!,,#DIV/0!,,,
Madriz,San Lucas,Sector 1,111,23,4.83,1,0.04,47.8,26.1,26.1
Madriz,San Lucas,Sector 4,301,56,5.38,6,0.11,35.1,36.8,28.1
Madriz,San Lucas,Sector 2,248,65,3.82,23,0.35,35.8,38.8,25.4
Madriz,San Lucas,Sector 5,614,118,5.20,40,0.34,15.3,17.7,66.9
Madriz,San Lucas,Micro Región I,2155,410,5.26,157,0.38,15.2,31.3,53.6
Madriz,San Lucas,Micro Región II,2647,462,5.73,286,0.62,14.4,32.2,53.4
Madriz,San Lucas,Micro Región III,1294,205,6.31,98,0.48,26.8,34.1,39.1
Madriz,San Lucas,Micro Región IV,1220,217,5.62,214,0.99,7.9,33.5,58.6
Madriz,San Lucas,Micro Región V,2113,381,5.55,261,0.69,18.9,32.2,48.9
Madriz,San Lucas,Micro Región VI,2272,397,5.72,187,0.47,9.4,29.8,60.8
Madriz,San Lucas,Total,12975,2334,5.56,1273,0.55,,,
Madriz,San Lucas,Total Rural,,,#DIV/0!,,#DIV/0!,,,
Madriz,Somoto,Somoto - Barrios,16992,3436,4.95,406,0.12,54.1,29.2,16.7
Madriz,Somoto,Micro Región I,1271,236,5.39,229,0.97,4.7,24.3,71.1
Madriz,Somoto,Micro Región II,2066,422,4.90,263,0.62,26.4,37.1,36.4
Madriz,Somoto,Micro Región III,1574,342,4.60,332,0.97,21.9,40.2,37.9
