department,municipality,community,population,occupied_hh,average_hh,hh_unelectrified,percent_unelectrified,percent_n_poor,percent_poor,percent_v_poor
Matagalpa,San Dionisio,El Zapote,1474,237,6.22,115,0.49,13.2,25.1,61.7
Matagalpa,San Dionisio,Susuli,2928,515,5.69,272,0.53,16.7,28.5,54.8
Matagalpa,San Dionisio,El Jicaro,1329,220,6.04,180,0.82,15.9,23.6,60.5
Matagalpa,San Dionisio,El Corozo,840,153,5.49,116,0.76,16.5,25,58.5
Matagalpa,San Dionisio,El Zarzal,539,96,5.61,94,0.98,10.3,19.6,70.1
Matagalpa,San Dionisio,El Carrizal,1035,168,6.16,167,0.99,15.2,26.9,57.9
Matagalpa,San Dionisio,El Bonete,201,41,4.90,11,0.27,21.7,39.1,39.1
Matagalpa,San Dionisio,El Junquillo,686,118,5.81,52,0.44,12.4,33.1,54.5
Matagalpa,San Dionisio,Las Chuchillas,406,77,5.27,30,0.39,10.3,28.2,61.5
Matagalpa,San Dionisio,Wibuse,549,95,5.78,95,1.00,6.2,20.6,73.2
Matagalpa,San Dionisio,Los Limones,1217,211,5.77,185,0.88,17.9,20.8,61.3
Matagalpa,San Dionisio,Piedra Larga,1323,214,6.18,173,0.81,6.9,26.9,66.1
Matagalpa,San Dionisio,Ocote Abajo,538,97,5.55,96,0.99,10.1,20.2,69.7
Matagalpa,San Dionisio,Monte Verde,810,150,5.40,149,0.99,2.6,10.6,86.8
Matagalpa,San Dionisio,TOTAL,16273,2863,5.68,1863,0.65,16.30286413,25.81589242,57.87233671
Matagalpa,San Dionisio,TOTAL RURAL,14113,2435,5.80,1769,0.73,13.20361396,24.87712526,61.9087885
Matagalpa,San Isidro,Villia Libertad,627,151,4.15,7,0.05,47.1,37.9,15
Matagalpa,San Isidro,Monimbó,732,163,4.49,20,0.12,44.9,32.3,22.8
Matagalpa,San Isidro,Yahoska,530,117,4.53,1,0.01,56.9,35,8.1
Matagalpa,San Isidro,Zinica,1040,209,4.98,5,0.02,56,34.4,9.6
Matagalpa,San Isidro,Esteli,1124,236,4.76,4,0.02,66.5,26.9,6.5
Matagalpa,San Isidro,Ruben Dario,905,201,4.50,18,0.09,43.6,31.9,24.5
Matagalpa,San Isidro,Diriangen,184,46,4.00,31,0.67,43.5,21.7,34.8
Matagalpa,San Isidro,Naciones Unidas,171,42,4.07,20,0.48,31,35.7,33.3
Matagalpa,San Isidro,Berlin,355,81,4.38,4,0.05,55.6,34.6,9.9
Matagalpa,San Isidro,Pancasan,1256,254,4.94,3,0.01,51,35.5,13.5
Matagalpa,San Isidro,Belen,205,49,4.18,18,0.37,49,32.7,18.4
Matagalpa,San Isidro,Villa Julian Roque,894,184,4.86,22,0.12,36.4,43.9,19.8
Matagalpa,San Isidro,Zona 1,4621,903,5.12,334,0.37,21.7,36,42.3
Matagalpa,San Isidro,Zona 2,3024,558,5.42,314,0.56,21.4,33.9,44.8
Matagalpa,San Isidro,Zona 3,1744,378,4.61,70,0.19,35.6,38.9,25.5
Matagalpa,San Isidro,TOTAL,17412,3572,4.87,871,0.24,36.98264278,36.98264278,27.99647256
Matagalpa,San Isidro,TOTAL RURAL,9389,1839,5.11,718,0.39,24.46606852,35.9588907,39.60538336
Matagalpa,San Ramon,Carlos Núñez,212,35,4.61,11,0.31,16.2,37.8,45.9
Matagalpa,San Ramon,Nuevo Amanecer,219,46,11.53,9,0.20,24,32,44
Matagalpa,San Ramon,Urban Centenario,96,19,2.04,17,0.89,0,31.6,68.4
Matagalpa,San Ramon,Silvano Garcia,231,47,7.00,9,0.19,31.3,35.4,33.3
Matagalpa,San Ramon,La Cruz,133,33,2.25,15,0.45,48.6,22.9,28.6
Matagalpa,San Ramon,Alvaro Castillo,312,59,2.94,2,0.03,48.5,35.3,16.2
Matagalpa,San Ramon,Carmelo Arauz,474,106,8.78,6,0.06,51.4,32.7,15.9
Matagalpa,San Ramon,11 de Mayo,314,54,2.07,29,0.54,3.7,16.7,79.6
Matagalpa,San Ramon,Dámaso Blandón,777,152,0.45,16,0.11,43.3,26.1,30.6
Matagalpa,San Ramon,Yasica Sur,9575,1712,22.22,1006,0.59,13.9,26,60.1
Matagalpa,San Ramon,El Horno,2388,431,7.96,347,0.81,13.1,24.9,62
Matagalpa,San Ramon,Yucul Central,1589,300,4.76,172,0.57,13.3,25.7,61
Matagalpa,San Ramon,San Ramon,1753,334,7.76,176,0.53,21.6,29.8,48.6
Matagalpa,San Ramon,La Garita,1360,226,16.59,56,0.25,30,23.9,46.1
Matagalpa,San Ramon,Siares,489,82,1.66,45,0.55,13.3,10.8,75.9
Matagalpa,San Ramon,La Reina,1711,294,4.00,176,0.60,18.9,26.9,54.2
Matagalpa,San Ramon,San Pablo,2451,428,5.73,364,0.85,7,12.2,80.8
Matagalpa,San Ramon,Sabana Grande,1367,240,5.70,234,0.98,7.8,27.5,64.8
Matagalpa,San Ramon,Buena Vista,4326,763,5.67,751,0.98,7.8,17.1,75.1
Matagalpa,San Ramon,Azancor,905,155,5.84,155,1.00,9,20.6,70.3
Matagalpa,San Ramon,TOTAL,30682,5516,5.56,3596,0.65,15.61386875,23.82113851,60.56649746
Matagalpa,San Ramon,TOTAL RURAL,27914,4965,5.62,3482,0.70,13.35123867,23.19528701,63.4551863
Matagalpa,Sébaco,Xochilt Acatl,647,139,4.65,18,0.13,33.6,31.5,34.9
Matagalpa,Sébaco,Alvaro Gonzalez,420,81,5.19,6,0.07,33.7,33.7,32.6
Matagalpa,Sébaco,Colinas del Mitch,674,135,4.99,40,0.30,15.6,32.6,51.8
Matagalpa,Sébaco,Linda vista,2965,588,5.04,42,0.07,36.3,39.3,24.4
Matagalpa,Sébaco,El Porvenir,1301,252,5.16,58,0.23,19.9,32,48.1
Matagalpa,Sébaco,Santiago,2632,512,5.14,11,0.02,48.9,38.5,12.6
Matagalpa,Sébaco,Tamara,826,174,4.75,6,0.03,44.9,33.5,21.6
Matagalpa,Sébaco,Diriangen,549,119,4.61,9,0.08,47.1,24,28.9
Matagalpa,Sébaco,Wilmer Icabalceta,1777,353,5.03,21,0.06,46.8,32.7,20.5
Matagalpa,Sébaco,San Antonio,1258,236,5.33,9,0.04,56.4,29,14.7
Matagalpa,Sébaco,San Jeronimo,1011,216,4.68,2,0.01,45.7,35.8,18.4
Matagalpa,Sébaco,San Jeronimo 2,441,78,5.65,3,0.04,16.3,32.3,51.4
Matagalpa,Sébaco,Barrio Nuevo,1475,258,5.72,11,0.04,22.3,31.5,46.2
Matagalpa,Sébaco,Sebaco Viejo,1600,278,5.76,65,0.23,48.9,40.9,10.2
Matagalpa,Sébaco,San Pedro,942,173,5.45,12,0.07,62.5,32.6,4.9
Matagalpa,Sébaco,La Hielera,1177,226,5.21,1,0.00,56.3,29.9,13.8
Matagalpa,Sébaco,La Resistencia,447,85,5.26,25,0.29,14.3,30.8,54.9
Matagalpa,Sébaco,Cihuat Coalt,49,14,3.50,10,0.71,0,14.3,85.7
Matagalpa,Sébaco,La Parmalat,70,17,4.12,16,0.94,0,11.8,88.2
Matagalpa,Sébaco,Micro Region I,5050,1013,4.99,148,0.15,39.2,36.7,24.1
Matagalpa,Sébaco,Micro Region II,3042,647,4.70,250,0.39,22.6,35.6,41.8
Matagalpa,Sébaco,Micro Region III,3868,730,5.30,180,0.25,23.6,34.9,41.6
Matagalpa,Sébaco,TOTAL,32221,6324,5.10,943,0.15,36.51995572,34.83845667,28.65344719
Matagalpa,Sébaco,TOTAL RURAL,11960,2390,5.00,578,0.24,29.94133891,35.85242678,34.23677824
Matagalpa,Terrabona,Terrabona,1453,286,5.08,30,0.10,32.7,32.3,35
Matagalpa,Terrabona,El Mitch,158,29,5.45,3,0.10,29.4,41.2,29.4
Matagalpa,Terrabona,Nueva Esperanza,142,25,5.68,5,0.20,7.4,63,29.6
Matagalpa,Terrabona,El Potreo de San Antonio,510,100,5.10,8,0.08,40,35,25
Matagalpa,Terrabona,El Rincon,1475,280,5.27,45,0.16,55.7,24.3,20
Matagalpa,Terrabona,Payacuca,1731,303,5.71,252,0.83,12.7,26.9,60.4
Matagalpa,Terrabona,Apatu,567,108,5.25,102,0.94,21.6,24.3,54.1
Matagalpa,Terrabona,Cuanjiniquil,2302,456,5.05,307,0.67,18.6,27.5,53.8
Matagalpa,Terrabona,Terrabona,196,37,5.30,29,0.78,11.9,23.8,64.3
Matagalpa,Terrabona,Montaña Grane,2192,397,5.52,248,0.62,14.5,22.2,63.3
Matagalpa,Terrabona,San Jose,379,85,4.46,32,0.38,29.9,26.4,43.7
Matagalpa,Terrabona,Caña de Castilla,383,84,4.56,82,0.98,18.4,25.3,56.3
Matagalpa,Terrabona,Santa Rosa,445,95,4.68,63,0.66,32.4,36.3,31.4
Matagalpa,Terrabona,San Pedro,807,148,5.45,108,0.73,19.4,27.1,53.5
Matagalpa,Terrabona,TOTAL,12740,2433,5.24,1314,0.54,25.02318126,27.59934238,47.36263872
Matagalpa,Terrabona,TOTAL RURAL,10987,2093,5.25,1276,0.61,24.12403249,26.34572384,49.5129957
Atlántico Norte,Bonanza,Alemán,824,154,5.35,21,0.14,3.2,19,77.8
Atlántico Norte,Bonanza,Compita Sandro,263,54,4.87,7,0.13,1.8,25.5,72.7
Atlántico Norte,Bonanza,San Luís,488,99,4.93,19,0.19,0,20.4,79.6
Atlántico Norte,Bonanza,Rubén Darío,370,81,4.57,0,0.00,18.7,46.7,34.7
Atlántico Norte,Bonanza,28 De Mayo,498,95,5.24,15,0.16,2.1,26.8,71.1
Atlántico Norte,Bonanza,Sandino,367,66,5.56,1,0.02,8.1,50,41.9
Atlántico Norte,Bonanza,El Triunfo,124,22,5.64,3,0.14,0,13.6,86.4
Atlántico Norte,Bonanza,Miguel Urbina,787,165,4.77,2,0.01,5.3,39.5,55.3
Atlántico Norte,Bonanza,Víctor Talavera,268,58,4.62,2,0.03,0,26.4,73.6
Atlántico Norte,Bonanza,Mario Balladares,341,72,4.74,3,0.04,1.4,24.6,73.9
Atlántico Norte,Bonanza,Jorge Dimitrov,450,79,5.70,12,0.15,0,7.9,92.1
Atlántico Norte,Bonanza,Cecilio Flores,404,77,5.25,10,0.13,1.3,19.5,79.2
Atlántico Norte,Bonanza,Marcos Somarriba,749,133,5.63,54,0.41,4.5,15.7,79.9
Atlántico Norte,Bonanza,De La Llana,456,100,4.56,19,0.19,2,29.3,68.7
Atlántico Norte,Bonanza,Concha Urrutia,644,137,4.70,29,0.21,0.8,33.8,65.4
Atlántico Norte,Bonanza,Nuevo Amanecer,184,37,4.97,34,0.92,0,5.7,94.3
Atlántico Norte,Bonanza,Los Cocos,745,153,4.87,129,0.84,0,9.5,90.5
Atlántico Norte,Bonanza,La Guarera,181,33,5.48,1,0.03,5.9,29.4,64.7
Atlántico Norte,Bonanza,Alal,395,61,6.48,57,0.93,0,24.6,75.4
Atlántico Norte,Bonanza,Musawas,1390,157,8.85,145,0.92,0.4,35.6,64
Atlántico Norte,Bonanza,Sabawas,552,77,7.17,76,0.99,0,11.8,88.2
Atlántico Norte,Bonanza,Bitinia No 1,174,32,5.44,32,1.00,3.8,34.6,61.5
Atlántico Norte,Bonanza,Bitinia No 2,186,27,6.89,25,0.93,0,30.6,69.4
Atlántico Norte,Bonanza,Unawas,454,77,5.90,74,0.96,3.3,33.3,63.3
Atlántico Norte,Bonanza,Kukalaya,266,48,5.54,46,0.96,0,30,70
Atlántico Norte,Bonanza,Miranda,667,113,5.90,111,0.98,0,32.7,67.3
Atlántico Norte,Bonanza,Bitinia Central,122,26,4.69,25,0.96,0,8.1,91.9
Atlántico Norte,Bonanza,Panamá,559,104,5.38,95,0.91,0,6.4,93.6
Atlántico Norte,Bonanza,La Taboada,143,25,5.72,18,0.72,0.9,20.9,78.3
Atlántico Norte,Bonanza,Sakalwas,397,54,7.35,53,0.98,21.9,25.7,52.4
Atlántico Norte,Bonanza,La Luna y La Noche,42,7,6.00,7,1.00,16,48,36
Atlántico Norte,Bonanza,Salto Grande,513,82,6.26,78,0.95,49.1,36.8,14
Atlántico Norte,Bonanza,Suniwas,159,23,6.91,23,1.00,0,42.9,57.1
Atlántico Norte,Bonanza,El Avión,200,30,6.67,30,1.00,0,25,75
Atlántico Norte,Bonanza,El Ojochal,265,55,4.82,29,0.53,0,8.7,91.3
Atlántico Norte,Bonanza,Aguas Claras,273,47,5.81,47,1.00,0,6.5,93.5
Atlántico Norte,Bonanza,El Muciélago,312,54,5.78,54,1.00,15.1,30.2,54.7
Atlántico Norte,Bonanza,Mukuswas,359,48,7.48,41,0.85,0,10.6,89.4
Atlántico Norte,Bonanza,Españolina,344,51,6.75,49,0.96,0,9.3,90.7
Atlántico Norte,Bonanza,Santa María,178,25,7.12,24,0.96,1.9,29.6,68.5
Atlántico Norte,Bonanza,Las Colinas,323,56,5.77,55,0.98,0,33.3,66.7
Atlántico Norte,Bonanza,Kalmata No. 1,116,20,5.80,30,1.50,0,28,72
Atlántico Norte,Bonanza,Kalmata No. 2,245,52,4.71,51,0.98,3.6,18.2,78.2
Atlántico Norte,Bonanza,Betania,298,60,4.97,52,0.87,1.9,35.2,63
Atlántico Norte,Bonanza,Bambina,378,69,5.48,65,0.94,0,10.6,89.4
Atlántico Norte,Bonanza,Siembre Viva,630,137,4.60,65,0.47,21.5,28.5,50
Atlántico Norte,Bonanza,Lawas,385,59,6.53,59,1.00,0,8.3,91.7
Atlántico Norte,Bonanza,Wuskamora,165,28,5.89,26,0.93,0,3.6,96.4
Atlántico Norte,Bonanza,TOTAL,18633,3319,5.61,1903,0.57,4.49183489,24.35510696,71.15911419
Atlántico Norte,Bonanza,TOTAL RURAL,10490,1704,6.16,1542,0.90,5.804812207,23.68268779,70.50627934
Atlántico Norte,Mulukukú,Sector # 3,1696,339,5.00,109,0.32,16.9,21.7,61.4
Atlántico Norte,Mulukukú,La Pedrera,234,49,4.78,18,0.37,0,6.1,93.9
Atlántico Norte,Mulukukú,Arnoldo Alemán,694,140,4.96,58,0.41,9.9,25.5,64.5
Atlántico Norte,Mulukukú,Mulukukú,1659,328,5.06,111,0.34,15.2,23.4,61.4
Atlántico Norte,Mulukukú,San Ramón de Sislao,1136,182,6.24,179,0.98,2.2,10.5,87.3
Atlántico Norte,Mulukukú,Sofana,534,97,5.51,97,1.00,3.1,12.4,84.5
Atlántico Norte,Mulukukú,El Plátano,1365,243,5.62,241,0.99,6.1,10.7,83.2
Atlántico Norte,Mulukukú,Luku,520,89,5.84,87,0.98,2.2,17.6,80.2
Atlántico Norte,Mulukukú,La Trinidad,264,45,5.87,45,1.00,2.2,11.1,86.7
Atlántico Norte,Mulukukú,Kuikuinita,4289,768,5.58,587,0.76,11.6,23.6,64.8
Atlántico Norte,Mulukukú,Kuikuina,132,25,5.28,25,1.00,4,32,64
Atlántico Norte,Mulukukú,Kuikuina Grande,158,27,5.85,24,0.89,11.1,25.9,63
Atlántico Norte,Mulukukú,La Bodega,649,116,5.59,115,0.99,16.4,22.4,61.2
Atlántico Norte,Mulukukú,Peñas Blancas,330,63,5.24,62,0.98,7.9,22.2,69.8
Atlántico Norte,Mulukukú,Umbla,428,72,5.94,70,0.97,0,12.5,87.5
Atlántico Norte,Mulukukú,El Corozo,707,121,5.84,112,0.93,7.4,18.2,74.4
Atlántico Norte,Mulukukú,Umbla Cabecera,1181,206,5.73,166,0.81,10.6,19.8,69.6
Atlántico Norte,Mulukukú,Umbla Bijagua,408,69,5.91,65,0.94,1.5,19.7,78.8
Atlántico Norte,Mulukukú,Umbla Central,118,22,5.36,21,0.95,4.8,9.5,85.7
Atlántico Norte,Mulukukú,Kurrín,269,46,5.85,44,0.96,0,13.6,86.4
Atlántico Norte,Mulukukú,Sarawas,951,198,4.80,169,0.85,8.2,20.6,71.2
Atlántico Norte,Mulukukú,Lisawé,118,35,3.37,24,0.69,32,32,36
Atlántico Norte,Mulukukú,Luku Arriba,662,111,5.96,111,1.00,0.9,7.1,92
Atlántico Norte,Mulukukú,Luku de Paraska,391,62,6.31,60,0.97,1.6,6.3,92.2
Atlántico Norte,Mulukukú,Santa Rosa de Paraska,652,113,3.46,111,0.98,0,9.7,90.3
Atlántico Norte,Mulukukú,Paraska,556,82,6.78,80,0.98,3.7,9.8,86.6
Atlántico Norte,Mulukukú,Irlán,941,145,6.49,142,0.98,9.7,21.4,69
Atlántico Norte,Mulukukú,Bilwas,260,43,6.05,43,1.00,2.3,27.9,69.8
Atlántico Norte,Mulukukú,Suba,1164,211,5.52,207,0.98,7.5,18.9,73.6
Atlántico Norte,Mulukukú,Los Baldes,643,107,6.01,105,0.98,3.7,14,82.2
Atlántico Norte,Mulukukú,Baka,827,159,5.20,153,0.96,10.1,19.6,70.3
Atlántico Norte,Mulukukú,Baka #1,809,151,5.36,146,0.97,8.2,28.5,63.3
Atlántico Norte,Mulukukú,Baka #3,112,18,6.22,17,0.94,5.6,22.2,72.2
Atlántico Norte,Mulukukú,Baka #4,593,113,5.25,109,0.96,8,29.2,62.8
Atlántico Norte,Mulukukú,Baka #5,541,102,5.30,93,0.91,15.5,31.1,53.4
Atlántico Norte,Mulukukú,La Ceiba,265,48,5.52,48,1.00,6.8,28,65.3
Atlántico Norte,Mulukukú,El Camalote,1508,257,5.87,230,0.89,18.3,34.9,46.9
Atlántico Norte,Mulukukú,El Tuma,202,33,6.12,33,1.00,6.1,16.3,77.6
Atlántico Norte,Mulukukú,Sector # 3,653,116,5.63,113,0.97,6.2,19.7,74.1
Atlántico Norte,Mulukukú,Sector # 7,885,193,4.59,169,0.88,0,21.2,78.8
Atlántico Norte,Mulukukú,Kepi,334,65,5.14,64,0.98,4.6,23.1,72.3
Atlántico Norte,Mulukukú,TOTAL,29838,5409,5.52,4463,0.83,8.871214642,20.47750046,70.6565354
Atlántico Norte,Mulukukú,TOTAL RURAL,25555,4553,5.61,4167,0.92,7.881330991,20.17623545,71.9517461
Atlántico Norte,Prinzapolka,Prinzapolka,417,75,5.56,71,0.95,0,0,100
Atlántico Norte,Prinzapolka,Las Breñas,352,68,5.18,67,0.99,0,5.7,94.3
Atlántico Norte,Prinzapolka,Kukalaya,382,48,7.96,45,0.94,7.5,43.4,49.1
Atlántico Norte,Prinzapolka,Layasiksa,685,124,5.52,96,0.77,31.3,37.4,31.3
Atlántico Norte,Prinzapolka,Haulover,487,74,6.58,69,0.93,15.7,37.1,47.1
Atlántico Norte,Prinzapolka,Wouhnta,920,134,6.87,122,0.91,3.9,25.8,70.3
Atlántico Norte,Prinzapolka,Walpasiksa,757,116,6.53,103,0.89,10.5,26.7,62.9
Atlántico Norte,Prinzapolka,Ariswalta-Samil,284,35,8.11,34,0.97,14.7,38.2,47.1
Atlántico Norte,Prinzapolka,Limbaika,389,48,8.10,48,1.00,2.1,18.8,79.2
Atlántico Norte,Prinzapolka,Prinsubila,319,43,7.42,42,0.98,0,18.6,81.4
Atlántico Norte,Prinzapolka,Isnawas,387,46,8.41,46,1.00,6.5,17.4,76.1
Atlántico Norte,Prinzapolka,Ladricula,649,111,5.85,96,0.86,3,20.8,76.2
Atlántico Norte,Prinzapolka,Almaikamba,1272,207,6.14,189,0.91,0,0.5,99.5
Atlántico Norte,Prinzapolka,La Palmera,115,25,4.60,23,0.92,8.7,21.7,69.6
Atlántico Norte,Prinzapolka,El Susto,391,70,5.59,65,0.93,4.3,23.2,72.5
Atlántico Norte,Prinzapolka,La Rampla,350,59,5.93,58,0.98,5,13.3,81.7
Atlántico Norte,Prinzapolka,Tungla,254,31,8.19,31,1.00,3.2,9.7,87.1
Atlántico Norte,Prinzapolka,El Corozo,332,138,2.41,59,0.43,1.6,23.4,75
Atlántico Norte,Prinzapolka,El Naranjal/Blano/Asilibila,1228,196,6.27,191,0.97,0.5,7.7,91.8
Atlántico Norte,Prinzapolka,Shellsing La Esperanza,1187,197,6.03,186,0.94,0.5,9.6,89.8
Atlántico Norte,Prinzapolka,Apawounta,506,100,5.06,97,0.97,1,10.3,88.7
Atlántico Norte,Prinzapolka,Tasba Pauni,498,72,6.92,71,0.99,1.4,21.1,77.5
Atlántico Norte,Prinzapolka,Llanos de Makantaka,484,78,6.21,74,0.95,6.4,19.2,74.4
Atlántico Norte,Prinzapolka,Dos Amigos/Galilea,261,52,5.02,47,0.90,0,21.2,78.8
Atlántico Norte,Prinzapolka,Montaña Supa,578,69,8.38,68,0.99,9.9,18.3,71.8
Atlántico Norte,Prinzapolka,Yuli Tingni,1833,286,6.41,284,0.99,0,4.9,95.1
Atlántico Norte,Prinzapolka,Kuantwatla,788,110,7.16,102,0.93,12.6,37.9,49.5
Atlántico Norte,Prinzapolka,TOTAL,16105,2612,6.17,2384,0.91,4.781776417,17.04590352,78.16822358
Atlántico Norte,Prinzapolka,TOTAL RURAL,15688,2537,6.18,2313,0.91,4.923137564,17.54982263,77.52282223
Atlántico Norte,Puerto Cabezas,San Judas,3221,503,6.40,131,0.26,0,7.5,92.5
Atlántico Norte,Puerto Cabezas,Aeropuerto,2251,413,5.45,15,0.04,35.9,30.7,33.4
Atlántico Norte,Puerto Cabezas,Punta Fría,1485,277,5.36,45,0.16,11.5,24.2,64.3
Atlántico Norte,Puerto Cabezas,El Cocal,1970,311,6.33,44,0.14,14.1,21.6,64.3
Atlántico Norte,Puerto Cabezas,Pedro Joaquín Chamorro,865,172,5.03,4,0.02,28.4,35.5,36.1
Atlántico Norte,Puerto Cabezas,Santa Inés,419,59,7.10,2,0.03,17.3,23.1,59.6
Atlántico Norte,Puerto Cabezas,San Pedro,391,71,5.51,1,0.01,19,47.6,33.3
Atlántico Norte,Puerto Cabezas,El Retén,362,62,5.84,53,0.85,20,26.7,53.3
Atlántico Norte,Puerto Cabezas,Moravo,760,135,5.63,5,0.04,18.2,31.4,50.4
Atlántico Norte,Puerto Cabezas,German Pomares,785,134,5.86,22,0.16,12,18.8,69.2
Atlántico Norte,Puerto Cabezas,Rigoberto López Pérez,570,108,5.28,1,0.01,21.7,43.3,35
Atlántico Norte,Puerto Cabezas,Alen Siú,308,70,4.40,3,0.04,31.4,44.3,24.3
Atlántico Norte,Puerto Cabezas,19 de Julio,805,136,5.92,1,0.01,25.3,41.1,33.6
Atlántico Norte,Puerto Cabezas,La Libertad,2525,411,6.14,16,0.04,12.9,28.3,58.8
Atlántico Norte,Puerto Cabezas,Peter Ferrera,2529,477,5.30,29,0.06,10.2,31.5,58.3
Atlántico Norte,Puerto Cabezas,Pancasan,570,112,5.09,10,0.09,23.2,45.5,31.3
Atlántico Norte,Puerto Cabezas,Sandino,1578,289,5.46,19,0.07,11.8,28.6,59.5
Atlántico Norte,Puerto Cabezas,El Muelle,2133,344,6.20,27,0.08,2.9,19.4,77.7
Atlántico Norte,Puerto Cabezas,Arnoldo Alemán,1773,294,6.03,67,0.23,0,9.2,90.8
Atlántico Norte,Puerto Cabezas,Spanish Town,1896,315,6.02,31,0.10,2.5,19.2,78.2
Atlántico Norte,Puerto Cabezas,San Luís,407,64,6.36,6,0.09,13.8,20.7,65.5
Atlántico Norte,Puerto Cabezas,Los Ángeles,2437,389,6.26,40,0.10,10.3,25.4,64.4
Atlántico Norte,Puerto Cabezas,Nueva Jerusalén,2933,514,5.71,74,0.14,0.6,8.4,91
Atlántico Norte,Puerto Cabezas,Filemón Rivera,1464,245,5.98,17,0.07,8.3,14.5,77.2
Atlántico Norte,Puerto Cabezas,Loma Verde,1246,229,5.44,58,0.25,1.8,16.4,81.8
Atlántico Norte,Puerto Cabezas,Lamlaya,1599,266,6.01,32,0.12,1.1,11.8,87.1
Atlántico Norte,Puerto Cabezas,Litoral Norte,8033,1232,6.52,920,0.75,12.2,29.8,57.9
Atlántico Norte,Puerto Cabezas,Llano Norte,5078,776,6.54,564,0.73,7.1,26.4,66.5
Atlántico Norte,Puerto Cabezas,Kuakíl,589,95,6.20,62,0.65,12.7,33.1,54.2
Atlántico Norte,Puerto Cabezas,Kukalaya,507,75,6.76,74,0.99,13.6,36,50.4
Atlántico Norte,Puerto Cabezas,Siska,525,80,6.56,76,0.95,16,21.3,62.6
Atlántico Norte,Puerto Cabezas,Greytown,722,117,6.17,111,0.95,7.9,26.3,65.8
Atlántico Norte,Puerto Cabezas,Colombus Central,1647,264,6.24,244,0.92,7.2,30.1,62.7
Atlántico Norte,Puerto Cabezas,San Pablo,493,74,6.66,62,0.84,10.3,23.9,65.8
Atlántico Norte,Puerto Cabezas,Sumubila,353,61,5.79,58,0.95,12,28.6,59.4
Atlántico Norte,Puerto Cabezas,Kuakíl,85,14,6.07,12,0.86,12.2,21.6,66.2
Atlántico Norte,Puerto Cabezas,El Naranjal,573,97,5.91,97,1.00,13.1,18,68.9
Atlántico Norte,Puerto Cabezas,Nazareth,969,154,6.29,150,0.97,14.3,28.6,57.1
Atlántico Norte,Puerto Cabezas,Akawasito,1017,161,6.32,158,0.98,13.4,19.6,67
Atlántico Norte,Puerto Cabezas,Maniwatla,901,131,6.88,127,0.97,9,25.2,65.8
Atlántico Norte,Puerto Cabezas,Yulu,698,121,5.77,93,0.77,10,21.3,68.8
Atlántico Norte,Puerto Cabezas,Llano Sur,726,128,5.67,85,0.66,8.2,25.3,66.4
Atlántico Norte,Puerto Cabezas,Tuapí,583,106,5.50,21,0.20,9.6,24.6,65.8
Atlántico Norte,Puerto Cabezas,Kamla,498,84,5.93,15,0.18,33.6,36.3,30.1
Atlántico Norte,Puerto Cabezas,Litoral Sur,3013,449,6.71,386,0.86,11.9,33.3,54.8
Atlántico Norte,Puerto Cabezas,Lapan,1068,158,6.76,148,0.94,10.3,19.4,70.3
Atlántico Norte,Puerto Cabezas,Columbus,809,137,5.91,127,0.93,11.7,24.1,64.2
Atlántico Norte,Puerto Cabezas,TOTAL,66169,10914,6.06,4343,0.40,10.89020524,25.81220584,64.45681693
Atlántico Norte,Puerto Cabezas,TOTAL RURAL,28887,4514,6.40,3590,0.80,11.08083739,27.68850244,61.20143996
Atlántico Norte,Rosita,Vincente Síles,983,184,5.34,84,0.46,0.5,16.8,82.7
Atlántico Norte,Rosita,Emiliano,1282,229,5.60,73,0.32,4.6,19.3,76.1
Atlántico Norte,Rosita,Lucía Montoya,968,193,5.02,24,0.12,3,23,74
Atlántico Norte,Rosita,28 De Mayo,680,139,4.89,20,0.14,6.7,16.8,76.5
Atlántico Norte,Rosita,Sol de Libertad,442,103,4.29,33,0.32,3,19.8,77.2
Atlántico Norte,Rosita,Sandino,856,181,4.73,26,0.14,3.3,19.6,77.2
Atlántico Norte,Rosita,Zeledón,643,127,5.06,41,0.32,5.3,16.8,77.9
Atlántico Norte,Rosita,Loma Linda,112,20,5.60,10,0.50,0,10,90
Atlántico Norte,Rosita,Ana María,542,109,4.97,32,0.29,0.9,23.7,75.4
Atlántico Norte,Rosita,Los Pinos,147,30,4.90,7,0.23,11.8,17.6,70.6
Atlántico Norte,Rosita,19 de Julio,980,193,5.08,100,0.52,4,9.5,86.4
Atlántico Norte,Rosita,Wilfredo Henry,287,45,6.38,34,0.76,0,2.2,97.8
Atlántico Norte,Rosita,Herrington,333,51,6.53,26,0.51,0,0,100
Atlántico Norte,Rosita,Fenícia,202,22,9.18,1,0.05,0,3.7,96.3
Atlántico Norte,Rosita,Jesús Meza,78,11,7.09,3,0.27,0,0,100
Atlántico Norte,Rosita,Unawasito,198,32,6.19,31,0.97,0,6.3,93.8
Atlántico Norte,Rosita,Unawas,82,16,5.13,14,0.88,0,0,100
Atlántico Norte,Rosita,Rarawas,121,24,5.04,24,1.00,0,12.5,87.5
Atlántico Norte,Rosita,Camarón,288,49,5.88,49,1.00,0,10.2,89.8
Atlántico Norte,Rosita,El Milagro,263,45,5.84,45,1.00,0,8.9,91.1
Atlántico Norte,Rosita,Cárpato,235,42,5.60,41,0.98,2.3,16.3,81.4
